NEW_KEY_CODE,Lake_Name,LATITUDE,LONGITUDE,EDU,DR_COD2,LP,AVGD_M,MAXD_M,TP,ALK,SEC,CHLRD,CHLA,COLOR,NITRATE,TN,LK_AREA_HA,LCL_AREA_HA,NET_AREA_HA,UPDIST_NET,UPDIST_LCL,URB_A,AGR_A,FOC_A,FOD_A,FOR_A,WAT_A,WEF_A,WEE_A,WET_A,URB_B,AGR_B,FOC_B,FOD_B,FOR_B,WAT_B,WEF_B,WEE_B,WET_B,URB_C,AGR_C,FOC_C,FOD_C,FOR_C,WAT_C,WEF_C,WEE_C,WET_C,URB_D,AGR_D,FOC_D,FOD_D,FOR_D,WAT_D,WEF_D,WEE_D,WET_D,URB_E,AGR_E,FOC_E,FOD_E,FOR_E,WAT_E,WEF_E,WEE_E,WET_E,URB_F,AGR_F,FOC_F,FOD_F,FOR_F,WAT_F,WEF_F,WEE_F,WET_F,URB_G,AGR_G,FOC_G,FOD_G,FOR_G,WAT_G,WEF_G,WEE_G,WET_G,URB_H,AGR_H,FOC_H,FOD_H,FOR_H,WAT_H,WEF_H,WEE_H,WET_H
36_384,Iron Lake,46.13973,-88.65834,8,ISOL,H,3,13.716,20,24,2.1336,1,3.1,17,10,677,158.022,686.292,,,0.000,0.000,13.011,27.015,51.395,78.410,1.588,3.247,0.000,3.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.395,15.316,57.711,73.027,0.198,2.458,0.000,2.458,0.000,11.994,12.057,57.519,69.576,0.198,1.434,0.000,1.434,0.000,15.951,10.538,54.572,65.110,0.173,1.253,0.000,1.253,0.000,17.007,11.178,54.202,65.379,0.159,1.151,0.000,1.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_690,Gibson Lake,46.19862,-88.4425,8,ISOL,S,2.7,7.0104,17,3,2.4384,3.8,2.6,11,11,547,36.911,164.959,,,0.000,14.742,2.317,0.000,27.748,27.748,0.944,4.779,0.000,4.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.888,28.017,0.000,38.382,38.382,0.209,1.151,0.000,1.151,4.502,27.301,0.000,41.706,41.706,0.209,1.060,0.000,1.060,4.502,27.301,0.000,41.706,41.706,0.209,1.060,0.000,1.060,4.502,27.301,0.000,41.706,41.706,0.209,1.060,0.000,1.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_771,James Lake,46.19973,-88.88751,8,ISOL,S,1.6,3.048,8,2,2.7432,0.3,1.1,3,5,151,83.244,246.527,,,0.000,18.034,0.000,4.862,70.883,75.744,3.633,0.015,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.763,0.000,1.913,90.231,92.144,0.729,0.481,0.000,0.481,4.568,0.000,1.516,92.257,93.773,0.729,0.381,0.000,0.381,4.568,0.000,1.516,92.257,93.773,0.729,0.381,0.000,0.381,4.568,0.000,1.516,92.257,93.773,0.729,0.381,0.000,0.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_777,Golden Lake,46.17223,-88.88751,8,ISOL,S,8,30.48,5,2,6.858,1,1.6,2,21,200,110.048,284.039,,,0.000,24.050,0.000,7.368,63.977,71.345,2.445,2.160,0.000,2.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.434,0.000,2.951,81.875,84.825,0.519,0.595,0.000,0.595,10.350,0.000,2.273,86.036,88.309,0.519,0.458,0.000,0.458,10.350,0.000,2.273,86.036,88.309,0.519,0.458,0.000,0.458,10.350,0.000,2.273,86.036,88.309,0.519,0.458,0.000,0.458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38_425,South Lime Lake,42.18417,-84.55084,3,ISOL,H,3.5,8.2296,7,183,2.8956,11.8,0.79,15,530,1111,37.027,385.984,,,0.000,0.000,1.115,0.000,1.108,1.108,16.341,81.436,0.000,81.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.473,18.767,0.000,9.811,9.811,1.518,61.019,2.544,63.562,4.178,38.861,0.000,15.373,15.373,1.518,36.314,3.592,39.906,5.237,45.786,0.000,18.380,18.380,1.053,25.720,2.492,28.212,5.220,46.035,0.000,18.293,18.293,1.048,25.599,2.480,28.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38_568,Round Lake,42.08389,-84.47195,3,ISOL,S,2.4,12.192,23,124,2.5908,16.4,0.5,7,38,0,61.306,70.170,,,0.000,82.785,5.774,0.000,2.745,2.745,7.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.121,30.326,0.000,7.240,7.240,3.228,0.000,0.000,0.000,53.030,30.930,0.000,11.107,11.107,3.228,0.000,0.000,0.000,53.030,30.930,0.000,11.107,11.107,3.228,0.000,0.000,0.000,53.030,30.930,0.000,11.107,11.107,3.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39_275,Eagle Lake,42.21612,-85.71612,3,ISOL,S,1.524,3.048,11,38,3.5052,2.5,1.5,8,9,576,78.557,453.057,,,0.000,55.645,2.897,2.413,6.931,9.344,12.678,7.387,2.062,9.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.642,16.434,11.144,14.037,25.181,2.391,5.104,3.088,8.191,21.536,24.651,8.304,14.507,22.811,2.391,3.483,2.466,5.948,19.558,25.585,9.840,13.848,23.688,2.143,3.122,2.210,5.332,19.554,25.579,9.838,13.845,23.683,2.143,3.121,2.210,5.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39_62,Sherman Lake,42.35139,-85.38473,3,ISOL,S,4.1,10.9728,9,82,3.3528,5.6,4.7,3,5,476,59.707,189.963,,,0.000,53.615,0.000,0.000,32.705,32.705,5.620,5.441,0.000,5.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.336,14.213,2.613,50.433,53.046,1.417,2.445,0.774,3.219,21.830,17.895,2.255,49.052,51.306,1.417,2.110,0.668,2.778,21.830,17.895,2.255,49.052,51.306,1.417,2.110,0.668,2.778,21.830,17.895,2.255,49.052,51.306,1.417,2.110,0.668,2.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40_104,Bear Lake,44.72584,-84.93973,5,ISOL,S,8.5,18.288,5,98,4.8768,1.9,0.7,3,10,192,126.612,693.386,,,0.000,83.463,0.000,0.000,9.838,9.838,6.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.751,0.000,0.000,66.634,66.634,1.135,0.623,0.000,0.623,17.178,0.000,2.088,78.411,80.499,1.135,0.962,0.000,0.962,12.353,0.000,4.915,77.358,82.273,0.817,0.825,0.000,0.825,11.017,0.000,4.729,77.283,82.013,0.728,0.736,0.000,0.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40_106,Cub Lake,44.71889,-84.95278,5,ISOL,S,2.9,7.0104,7,78,5.1816,6.8,1.6,5,5,359,23.210,29.038,,,0.000,93.787,0.000,0.000,0.000,0.000,6.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.002,0.000,0.000,3.198,3.198,4.800,0.000,0.000,0.000,92.002,0.000,0.000,3.198,3.198,4.800,0.000,0.000,0.000,92.002,0.000,0.000,3.198,3.198,4.800,0.000,0.000,0.000,92.002,0.000,0.000,3.198,3.198,4.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40_295,Pickerel Lake,44.80056,-84.97667,5,ISOL,H,7.8,21.9456,8,93,3.6576,0.7,2,3,3,359,37.823,450.510,,,0.000,59.382,0.000,0.000,25.988,25.988,14.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.159,0.000,3.373,75.004,78.377,1.571,0.000,0.727,0.727,8.253,0.000,2.562,83.690,86.252,1.571,0.000,0.846,0.846,7.202,0.000,4.686,82.499,87.185,1.197,0.000,0.645,0.645,6.908,0.000,4.294,83.655,87.949,1.096,0.000,0.591,0.591,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40_61,East Lake,44.63612,-85.15723,5,ISOL,S,2,6.096,20,3,2.1336,0.8,9.1,12,3,676,37.839,654.697,,,0.000,12.727,0.000,12.712,66.618,79.330,7.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.465,0.961,26.656,56.387,83.043,0.912,1.562,1.250,2.812,2.012,2.855,44.260,41.215,85.475,0.912,0.721,2.166,2.887,2.231,2.223,48.995,34.020,83.015,0.533,0.421,1.266,1.687,0.914,10.641,47.125,31.092,78.216,0.218,0.173,0.518,0.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41_498,Big Myers Lake,43.13806,-85.48389,3,ISOL,S,3.7,12.4968,26,86,1.8288,20,8.2,8,10,859,35.870,27.110,,,0.000,80.230,2.736,0.000,12.646,12.646,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.712,2.357,0.000,12.933,12.933,0.024,0.000,0.000,0.000,79.712,2.357,0.000,12.933,12.933,0.024,0.000,0.000,0.000,79.712,2.357,0.000,12.933,12.933,0.024,0.000,0.000,0.000,79.712,2.357,0.000,12.933,12.933,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41_573,Bass Lake,43.26639,-85.32501,3,ISOL,S,2.3,6.096,60,91,3.3528,3.7,5.1,5,7,618,76.122,396.790,,,0.000,54.386,4.467,0.000,9.413,9.413,0.869,12.339,0.396,12.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.795,31.345,1.764,20.751,22.515,0.111,9.990,0.981,10.971,8.128,47.097,1.179,17.947,19.126,0.111,6.563,0.623,7.186,7.441,49.779,1.294,17.201,18.495,0.101,6.008,0.571,6.579,7.441,49.779,1.294,17.201,18.495,0.101,6.008,0.571,6.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42_86,Medora Lake,47.43806,-87.96806,6,ISOL,H,4.4,9.144,10,24,3.3528,1.2,3.5,14,380,694,278.844,963.143,,,0.000,13.768,0.000,7.559,66.666,74.224,4.743,4.949,2.316,7.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.246,0.000,10.091,80.658,90.749,0.712,4.326,0.561,4.887,2.066,0.000,9.254,84.103,93.356,0.712,3.509,0.357,3.866,1.829,0.000,9.042,84.522,93.563,0.630,3.662,0.316,3.978,1.410,0.000,11.169,80.728,91.897,1.001,5.448,0.244,5.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43_254,Harper Lake,44.13528,-85.97612,5,ISOL,S,5.5,18.288,6,107,3.9624,3.9,1.1,6,7,374,33.533,180.450,,,0.000,86.597,0.000,0.180,6.154,6.334,6.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.643,0.000,0.100,48.211,48.311,2.568,0.826,0.000,0.826,36.406,0.000,0.064,58.590,58.655,2.568,0.532,0.000,0.532,27.218,0.000,0.046,68.443,68.490,1.852,1.085,0.000,1.085,26.593,0.000,0.045,69.167,69.212,1.810,1.060,0.000,1.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46_80,Sand Lake,42.04806,-84.05556,16,ISOL,S,3.4,16.1544,13,96,3.81,16,0.57,4,41,700,220.682,262.336,,,0.000,35.444,0.001,0.000,48.380,48.380,6.889,0.000,7.742,7.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.055,9.285,0.182,54.897,55.079,2.133,0.000,2.755,2.755,19.209,10.592,0.158,55.116,55.274,2.133,0.000,2.397,2.397,19.209,10.592,0.158,55.116,55.274,2.133,0.000,2.397,2.397,19.209,10.592,0.158,55.116,55.274,2.133,0.000,2.397,2.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_139,Sporley Lake,46.33195,-87.3375,8,ISOL,S,6.4,12.8016,13,11,3.3528,0.7,1.6,6,4,475,31.088,192.361,,,0.000,24.252,0.000,7.471,64.299,71.770,3.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.749,0.000,3.058,82.551,85.609,3.699,0.000,0.718,0.718,5.146,0.000,2.907,81.430,84.337,3.699,0.000,1.212,1.212,5.146,0.000,2.907,81.430,84.337,3.699,0.000,1.212,1.212,5.146,0.000,2.907,81.430,84.337,3.699,0.000,1.212,1.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_255,Johnson Lake,46.2675,-87.42112,8,ISOL,S,5.9,13.716,3,26,4.2672,2.6,0.78,10,6,271,31.691,46.635,,,0.000,80.283,0.000,12.504,0.191,12.695,1.585,3.964,1.206,5.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.848,0.000,25.318,0.105,25.423,0.870,2.175,1.338,3.513,65.848,0.000,25.318,0.105,25.423,0.870,2.175,1.338,3.513,65.848,0.000,25.318,0.105,25.423,0.870,2.175,1.338,3.513,65.848,0.000,25.318,0.105,25.423,0.870,2.175,1.338,3.513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_259,Little Shag Lake,46.25806,-87.49334,8,ISOL,S,5.5,10.668,1,14,4.8768,1,1.5,5,4,335,43.137,265.498,,,0.000,69.376,0.000,0.000,26.504,26.504,3.102,1.019,0.000,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.866,0.000,0.138,74.548,74.687,1.807,0.332,0.000,0.332,16.587,0.000,12.706,68.677,81.383,1.807,0.223,0.000,0.223,13.893,0.000,16.125,68.465,84.590,1.350,0.167,0.000,0.167,13.381,0.000,15.530,69.628,85.158,1.301,0.161,0.000,0.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_291,Shag Lake,46.27195,-87.50028,8,ISOL,S,4.6,9.1,9,24,3.9624,1.4,3.4,8,2,353,78.871,264.473,,,0.000,41.345,0.000,6.127,42.433,48.559,8.865,1.230,0.000,1.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.110,0.000,12.434,65.485,77.919,2.487,1.365,0.000,1.365,12.879,0.000,19.061,64.513,83.575,2.487,0.973,0.000,0.973,12.365,0.000,20.126,64.105,84.231,2.388,0.934,0.000,0.934,12.365,0.000,20.126,64.105,84.231,2.388,0.934,0.000,0.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_305,Bass Lake,46.2625,-87.59056,8,ISOL,S,9.9,23.7744,8,117,7.0104,0.5,10,5,16,324,30.757,21.399,,,0.000,56.955,0.000,5.201,27.195,32.397,7.185,3.464,0.000,3.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.194,0.000,5.174,31.357,36.531,6.711,3.565,0.000,3.565,53.194,0.000,5.174,31.357,36.531,6.711,3.565,0.000,3.565,53.194,0.000,5.174,31.357,36.531,6.711,3.565,0.000,3.565,53.194,0.000,5.174,31.357,36.531,6.711,3.565,0.000,3.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_623,Squaw Lake,46.30028,-88.06695,8,ISOL,S,8.2,24.384,1,108,5.4864,1.1,1.5,4,10,111,99.996,280.715,,,0.000,0.000,0.000,0.000,86.022,86.022,12.576,0.000,1.402,1.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.974,91.132,94.105,3.158,0.000,1.866,1.866,0.000,0.000,2.748,92.632,95.379,3.158,0.000,1.463,1.463,0.000,0.000,2.745,92.639,95.384,3.155,0.000,1.462,1.462,0.000,0.000,2.745,92.639,95.384,3.155,0.000,1.462,1.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_91,Anderson Lake,46.22306,-87.49084,8,ISOL,S,2.4,9.144,11,41,3.9624,0.6,7.9,14,7,363,20.772,68.499,,,0.000,12.960,0.000,12.778,55.916,68.694,16.226,2.120,0.000,2.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.918,0.000,10.016,75.319,85.335,6.130,1.193,2.398,3.590,4.896,0.000,9.973,75.426,85.399,6.130,1.187,2.387,3.575,4.896,0.000,9.973,75.426,85.399,6.130,1.187,2.387,3.575,4.896,0.000,9.973,75.426,85.399,6.130,1.187,2.387,3.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53_101,Hackert Lake,43.98306,-86.32778,5,ISOL,H,2,4.8768,12.7,117,3.5052,7,2.5,5,3,671,48.896,175.068,,,0.000,54.362,8.267,6.202,23.177,29.378,5.353,0.771,0.000,0.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.216,23.831,6.399,31.275,37.674,1.158,2.600,0.000,2.600,19.627,28.108,8.240,29.320,37.561,1.158,2.211,0.000,2.211,19.627,28.108,8.240,29.320,37.561,1.158,2.211,0.000,2.211,19.627,28.108,8.240,29.320,37.561,1.158,2.211,0.000,2.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53_135,Ford Lake,44.05139,-86.12584,5,ISOL,H,10.8,25.6032,13,118,3.3528,9.1,0,11,30,213,73.575,269.642,,,0.000,86.899,0.000,0.000,6.105,6.105,6.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.528,0.899,0.000,50.722,50.722,2.484,3.147,0.000,3.147,25.409,2.991,1.835,57.223,59.058,2.484,6.040,0.000,6.040,23.718,2.764,1.696,60.141,61.836,2.295,5.674,0.000,5.674,23.678,2.754,1.689,60.240,61.929,2.286,5.654,0.000,5.654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53_25,Pliness Lake,43.86056,-86.24584,5,ISOL,S,0,11.6,62,85,3.2004,6.4,4.2,10,4,750,39.673,87.680,,,0.000,67.172,8.142,1.107,0.000,1.107,5.087,2.003,5.630,7.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.435,50.227,0.584,0.000,0.584,1.559,5.834,7.563,13.397,20.787,53.115,0.542,0.195,0.737,1.559,5.978,7.007,12.985,20.787,53.115,0.542,0.195,0.737,1.559,5.978,7.007,12.985,20.787,53.115,0.542,0.195,0.737,1.559,5.978,7.007,12.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54_118,Pretty Lake,43.69611,-85.23334,4,ISOL,S,3.4,6.7056,15,98,3.3528,3.9,3.9,7,11,571,47.255,188.760,,,0.000,78.196,0.000,0.038,4.482,4.520,5.426,10.235,0.000,10.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.117,0.000,11.274,37.799,49.073,1.680,8.359,1.200,9.559,22.828,0.710,16.945,44.130,61.076,1.680,6.067,0.871,6.938,22.824,0.710,16.943,44.123,61.066,1.679,6.066,0.871,6.937,22.824,0.710,16.943,44.123,61.066,1.679,6.066,0.871,6.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54_57,School Section Lake,43.6,-85.27695,5,ISOL,S,3.1,10.0584,11,94,2.8956,3.2,0.5,18,6,523,49.348,87.589,,,0.000,65.121,0.000,0.390,20.771,21.161,13.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.276,0.000,2.441,47.675,50.115,7.410,0.000,0.000,0.000,42.273,0.000,2.440,47.680,50.120,7.410,0.000,0.000,0.000,42.273,0.000,2.440,47.680,50.120,7.410,0.000,0.000,0.000,42.273,0.000,2.440,47.680,50.120,7.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_177,Nevins Lake,43.28056,-85.13834,3,ISOL,S,7,18.3,12,95,1.4224,24,3.5,3,10,722,22.338,316.491,,,0.000,60.591,6.165,5.728,7.233,12.961,6.238,6.275,0.000,6.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.417,31.355,7.085,16.762,23.847,4.800,14.703,0.000,14.703,11.288,48.718,4.607,10.728,15.335,4.800,16.249,0.455,16.704,9.620,54.020,3.926,9.759,13.685,4.091,14.692,1.204,15.896,9.573,54.245,3.907,9.712,13.618,4.071,14.621,1.198,15.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_264,Montcalm Lake,43.38306,-85.19167,3,ISOL,H,9.1,20.4,8,133,3.5052,11.4,1.5,11,7,626,34.192,323.386,,,0.000,56.736,0.000,1.076,23.196,24.273,7.186,6.695,1.067,7.762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.347,6.540,3.320,54.615,57.936,3.910,8.775,0.319,9.094,18.676,20.962,2.183,43.261,45.445,3.910,7.852,0.210,8.062,15.193,24.999,1.776,44.596,46.373,3.181,7.462,0.171,7.633,9.300,34.112,1.325,43.620,44.945,2.125,7.400,0.427,7.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_306,Rainbow Lake,43.32778,-85.30389,3,ISOL,S,1.5,6.7056,24,67,1.9812,41,7.4,7,3,984,67.889,75.847,,,0.000,52.508,20.947,0.000,2.439,2.439,1.061,1.724,1.259,2.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.802,50.653,0.000,1.364,1.364,0.564,0.964,0.704,1.668,29.261,53.121,0.000,1.296,1.296,0.564,0.916,0.669,1.585,29.261,53.121,0.000,1.296,1.296,0.564,0.916,0.669,1.585,29.261,53.121,0.000,1.296,1.296,0.564,0.916,0.669,1.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_347,Cowden Lake,43.35445,-85.35917,3,ISOL,S,5.1,15.24,33,41,4.2672,5.3,20,5,10,511,44.942,109.702,,,0.000,64.135,14.982,0.000,9.542,9.542,3.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.894,58.251,0.000,9.156,9.156,0.928,0.000,1.345,1.345,20.022,62.860,0.000,8.151,8.151,0.928,0.000,1.662,1.662,20.022,62.860,0.000,8.151,8.151,0.928,0.000,1.662,1.662,20.022,62.860,0.000,8.151,8.151,0.928,0.000,1.662,1.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_99,Baldwin Lake,43.16445,-85.26723,3,ISOL,S,1.8,10.7,11,89,3.6576,38,0.66,5,1,642,24.951,380.432,,,0.000,75.651,0.000,0.000,14.053,14.053,6.128,1.763,0.000,1.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.965,9.466,4.208,35.166,39.374,3.246,6.908,0.400,7.308,30.833,18.171,6.426,26.905,33.330,3.246,7.405,0.604,8.009,26.899,26.362,5.749,23.797,29.546,2.596,6.418,0.483,6.901,26.897,26.368,5.748,23.795,29.543,2.596,6.418,0.483,6.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60_167,Ess Lake,45.11417,-83.98112,5,ISOL,S,5.1,15.5448,5,112,3.3528,0.9,1.1,3,10,283,47.958,157.722,,,0.000,62.968,0.000,0.000,28.984,28.984,1.270,6.778,0.000,6.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.248,0.000,0.000,70.120,70.120,0.330,2.217,0.000,2.217,21.642,0.000,0.741,72.777,73.518,0.330,4.510,0.000,4.510,21.328,0.000,0.730,73.173,73.903,0.325,4.444,0.000,4.444,21.328,0.000,0.730,73.173,73.903,0.325,4.444,0.000,4.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61_109,East Twin Lake,43.36889,-86.17528,5,ISOL,S,2.7,5.7912,11,29,2.4384,9.6,2.8,7,4,614,45.503,167.433,,,0.000,80.670,0.000,0.000,9.451,9.451,5.787,0.000,4.092,4.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.066,0.000,0.313,32.912,33.225,1.151,0.000,6.951,6.951,61.620,0.231,0.316,28.405,28.722,1.151,0.000,4.548,4.548,55.350,1.209,1.425,30.073,31.498,0.969,0.000,3.831,3.831,54.677,1.180,1.391,31.096,32.487,0.946,0.000,3.739,3.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
